"Tabela 10061 - Pessoas de 18 anos ou mais de idade, por nível de instrução, segundo os grupos de idade, o sexo e a cor ou raça"
"Variável - Pessoas de 18 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Ano x Nível de instrução x Grupo de idade"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"2022"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Sem instrução e fundamental incompleto";;;;;;;;;;;;;;;;;;"Fundamental completo e médio incompleto";;;;;;;;;;;;;;;;;;"Médio completo e superior incompleto";;;;;;;;;;;;;;;;;;"Superior completo"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais"
"Ceará";"Mulheres";"Branca";"7897";"2034";"5864";"292785";"176180";"8003";"10835";"14968";"21929";"27431";"30193";"32734";"30088";"116605";"28509";"28026";"21651";"38419";"21908";"9139";"12769";"101408";"85002";"11961";"11779";"12873";"11361";"11028";"9827";"8645";"7529";"16406";"5228";"4286";"2582";"4310";"86447";"23605";"62842";"263235";"233947";"46054";"38427";"38485";"33057";"24829";"20310";"18567";"14217";"29289";"10893";"7703";"4669";"6024";"10878";"673";"10205";"188939";"167125";"26336";"28684";"28897";"25214";"17857";"15353";"13738";"11047";"21814";"8386";"6124";"3898";"3406"
"Ceará";"Mulheres";"Preta";"2704";"520";"2183";"101341";"68496";"2749";"3860";"5678";"9061";"10822";"11885";"13279";"11162";"32845";"10217";"8495";"5937";"8195";"6698";"2489";"4209";"29131";"26653";"4474";"4305";"4143";"4044";"2918";"2910";"2288";"1571";"2477";"1145";"604";"336";"393";"19103";"4315";"14789";"57860";"55063";"12753";"10191";"9293";"8118";"5326";"4120";"3113";"2150";"2797";"1611";"550";"294";"342";"1569";"62";"1508";"22742";"21591";"3757";"3922";"3861";"2852";"2405";"2008";"1658";"1128";"1151";"532";"382";"78";"159"
"Ceará";"Mulheres";"Amarela";"77";"11";"66";"1840";"1327";"96";"149";"96";"252";"170";"150";"209";"206";"513";"87";"131";"115";"180";"229";"127";"102";"681";"633";"102";"80";"96";"76";"93";"114";"23";"48";"48";"18";"20";"10";"-";"437";"149";"288";"1642";"1569";"414";"222";"260";"254";"205";"90";"50";"76";"73";"67";"5";"-";"-";"26";"-";"26";"779";"714";"202";"144";"125";"50";"45";"77";"47";"25";"66";"12";"12";"42";"-"
"Ceará";"Mulheres";"Parda";"28334";"6566";"21768";"786828";"560064";"29847";"41361";"57180";"78081";"88424";"91610";"95103";"78459";"226764";"66262";"58999";"42267";"59236";"69676";"25025";"44651";"294854";"273464";"49670";"50755";"46698";"37458";"29544";"24961";"21072";"13306";"21391";"8748";"5948";"3123";"3572";"202094";"50695";"151399";"597073";"569974";"132289";"114975";"102450";"78513";"51739";"39892";"30684";"19433";"27099";"12107";"7384";"3791";"3816";"14692";"865";"13827";"232740";"217238";"38018";"38661";"37713";"33337";"23583";"18476";"15730";"11721";"15502";"7426";"4571";"2074";"1431"
"Ceará";"Mulheres";"Indígena";"228";"35";"193";"5480";"4086";"258";"332";"369";"545";"501";"741";"794";"547";"1393";"510";"360";"173";"350";"557";"143";"413";"1870";"1805";"374";"306";"394";"202";"180";"155";"142";"52";"65";"43";"11";"10";"1";"1378";"263";"1116";"3779";"3659";"1020";"863";"548";"518";"278";"198";"108";"126";"120";"51";"24";"18";"27";"104";"10";"94";"1519";"1487";"193";"354";"285";"224";"135";"149";"92";"55";"32";"31";"-";"1";"-"
"Rio Grande do Norte";"Homens";"Branca";"11118";"3398";"7720";"150662";"110859";"8610";"9990";"12393";"15009";"16322";"17375";"17097";"14062";"39803";"11317";"10202";"7404";"10880";"17837";"8144";"9693";"45953";"41549";"7696";"6631";"6841";"5802";"4462";"3860";"3495";"2762";"4403";"1798";"965";"858";"782";"34035";"7327";"26708";"109998";"102197";"20631";"18065";"17288";"15263";"10370";"8150";"7259";"5173";"7801";"3413";"2006";"1364";"1017";"3067";"157";"2910";"66407";"59173";"9178";"10515";"10993";"8856";"6565";"4940";"4406";"3720";"7234";"2964";"2129";"1127";"1014"
"Rio Grande do Norte";"Homens";"Preta";"4292";"1070";"3222";"66895";"50939";"4081";"4581";"5734";"7202";"7410";"7938";"7357";"6637";"15956";"4942";"4431";"2962";"3621";"5160";"1909";"3251";"16446";"15454";"3071";"2732";"2429";"2321";"1573";"1280";"1241";"806";"992";"505";"240";"177";"70";"6554";"946";"5608";"31169";"29851";"5777";"5188";"5304";"4656";"3203";"2229";"2054";"1440";"1317";"592";"391";"158";"176";"350";"24";"326";"8753";"8022";"1254";"1288";"1589";"1329";"678";"899";"495";"491";"731";"271";"289";"104";"66"
"Rio Grande do Norte";"Homens";"Amarela";"57";"16";"41";"638";"440";"97";"40";"37";"51";"40";"46";"70";"59";"198";"48";"28";"54";"67";"67";"21";"46";"236";"217";"41";"47";"71";"25";"2";"4";"26";"-";"19";"-";"12";"-";"7";"131";"32";"100";"480";"441";"79";"82";"76";"69";"37";"19";"68";"10";"40";"-";"-";"-";"40";"-";"-";"-";"274";"241";"13";"12";"56";"51";"51";"32";"25";"-";"32";"-";"32";"-";"-"
"Rio Grande do Norte";"Homens";"Parda";"22074";"6271";"15803";"251085";"195717";"15861";"19624";"23218";"28116";"29228";"28717";"28128";"22825";"55367";"17739";"14637";"10435";"12556";"29497";"11991";"17506";"70961";"66513";"13484";"11878";"11817";"8904";"6556";"5988";"4624";"3262";"4448";"2177";"1280";"540";"449";"39823";"7573";"32250";"138556";"131620";"27302";"23578";"23813";"19139";"13182";"10143";"8507";"5957";"6936";"3417";"1788";"986";"745";"2808";"160";"2647";"49324";"45506";"7592";"8377";"8124";"6957";"4525";"4013";"3405";"2512";"3818";"1851";"1154";"473";"341"
"Rio Grande do Norte";"Homens";"Indígena";"253";"72";"181";"1659";"1392";"236";"181";"202";"121";"216";"140";"145";"152";"268";"59";"94";"53";"63";"159";"63";"96";"407";"380";"79";"87";"75";"74";"8";"28";"10";"19";"27";"11";"-";"-";"17";"192";"24";"169";"519";"482";"143";"110";"70";"6";"100";"46";"7";"-";"37";"27";"10";"-";"-";"-";"-";"-";"195";"184";"50";"33";"38";"13";"4";"35";"7";"5";"11";"11";"-";"-";"-"
"Rio Grande do Norte";"Mulheres";"Branca";"6547";"1822";"4725";"151151";"94573";"5088";"6632";"8951";"12264";"14269";"15722";"16747";"14900";"56579";"13842";"13290";"10508";"18938";"14996";"6850";"8146";"53400";"46424";"6525";"6639";"6431";"6202";"6224";"5447";"5179";"3778";"6976";"2141";"1571";"1273";"1992";"40018";"8662";"31356";"140632";"126469";"22856";"20131";"21003";"18423";"13547";"12385";"10543";"7579";"14164";"5748";"3621";"2273";"2522";"4535";"118";"4417";"106121";"94690";"14700";"16158";"16557";"14702";"10275";"8581";"7366";"6352";"11430";"4863";"3370";"1950";"1248"
"Rio Grande do Norte";"Mulheres";"Preta";"2571";"718";"1853";"53151";"36547";"2341";"2659";"3470";"4811";"5069";"5962";"6533";"5701";"16605";"4811";"4423";"3058";"4314";"4094";"1637";"2457";"14703";"13342";"2130";"2150";"2045";"1984";"1522";"1299";"1276";"935";"1361";"580";"314";"247";"220";"7246";"1482";"5764";"29374";"27683";"5254";"4874";"4650";"4479";"2888";"2402";"1794";"1343";"1691";"917";"423";"179";"172";"671";"23";"648";"12341";"11520";"1771";"1969";"1991";"1849";"1245";"1035";"999";"660";"821";"319";"323";"89";"91"
"Rio Grande do Norte";"Mulheres";"Amarela";"64";"42";"22";"952";"697";"9";"96";"125";"77";"116";"148";"80";"46";"256";"34";"78";"56";"87";"86";"40";"45";"265";"211";"35";"10";"37";"21";"32";"31";"46";"-";"54";"6";"25";"-";"22";"140";"30";"110";"536";"518";"149";"61";"74";"67";"29";"35";"88";"15";"19";"19";"-";"-";"-";"38";"-";"38";"456";"456";"80";"65";"52";"94";"65";"9";"31";"61";"-";"-";"-";"-";"-"
"Rio Grande do Norte";"Mulheres";"Parda";"14331";"4051";"10280";"236716";"170567";"11267";"13667";"19293";"23010";"25935";"26225";"27682";"23487";"66149";"19229";"16990";"12333";"17598";"25868";"10819";"15048";"81083";"75200";"13391";"13095";"11715";"10472";"8787";"6957";"6435";"4347";"5884";"2210";"1793";"900";"982";"46581";"9594";"36988";"173680";"164135";"33427";"30056";"29559";"23392";"16871";"12801";"10826";"7203";"9544";"4403";"2592";"1301";"1248";"4121";"212";"3909";"80062";"73721";"11345";"13337";"13154";"11157";"7423";"6771";"6251";"4284";"6342";"3316";"1764";"726";"536"
"Rio Grande do Norte";"Mulheres";"Indígena";"169";"30";"139";"1620";"1167";"136";"107";"155";"108";"200";"166";"169";"125";"453";"134";"126";"46";"147";"121";"52";"68";"431";"418";"103";"48";"98";"63";"10";"53";"28";"14";"13";"-";"-";"13";"-";"264";"41";"224";"647";"562";"150";"102";"97";"52";"42";"24";"95";"-";"85";"33";"30";"-";"22";"10";"-";"10";"380";"297";"21";"34";"54";"64";"55";"11";"22";"37";"83";"54";"11";"17";"-"
"Paraíba";"Homens";"Branca";"11662";"3347";"8315";"187080";"136281";"9511";"11479";"15462";"19874";"21681";"21201";"20286";"16787";"50799";"14113";"13133";"9958";"13595";"17369";"7627";"9742";"45390";"40816";"7822";"6538";"6123";"5591";"4291";"3974";"3578";"2899";"4574";"2045";"1284";"492";"753";"38316";"9219";"29097";"104423";"97306";"19995";"17500";"16656";"13510";"9686";"7869";"6470";"5620";"7117";"3018";"2167";"1004";"927";"3723";"146";"3577";"69648";"60796";"10003";"11384";"11023";"9220";"5834";"4527";"4690";"4114";"8853";"3473";"2536";"1359";"1485"
"Paraíba";"Homens";"Preta";"3819";"865";"2953";"69356";"52712";"4019";"4755";"5885";"7688";"8332";"8291";"7526";"6217";"16644";"5072";"4368";"3387";"3817";"5541";"2175";"3366";"14259";"13359";"2564";"1982";"2237";"1867";"1747";"1328";"942";"690";"901";"508";"225";"108";"59";"8329";"1673";"6656";"27493";"26394";"5647";"4444";"4840";"4262";"2884";"1880";"1470";"967";"1099";"597";"224";"139";"140";"550";"43";"507";"9952";"9080";"1704";"1859";"1465";"1299";"1064";"575";"578";"536";"873";"345";"322";"118";"87"
"Paraíba";"Homens";"Amarela";"37";"15";"22";"547";"418";"7";"48";"88";"32";"61";"63";"57";"60";"129";"36";"40";"40";"14";"57";"49";"8";"134";"108";"2";"10";"44";"-";"5";"22";"25";"-";"26";"11";"8";"7";"-";"188";"47";"141";"504";"442";"136";"117";"64";"33";"28";"27";"32";"5";"62";"18";"44";"-";"-";"18";"-";"18";"313";"283";"58";"26";"42";"51";"-";"53";"30";"24";"30";"10";"-";"20";"-"
"Paraíba";"Homens";"Parda";"25658";"7090";"18569";"358173";"280906";"23003";"27514";"34872";"41918";"43637";"41310";"38024";"30629";"77267";"25118";"20154";"14325";"17670";"33839";"13736";"20103";"78832";"73927";"15687";"13779";"12450";"10017";"7373";"6032";"4914";"3674";"4905";"2170";"1591";"587";"557";"56509";"13168";"43341";"161464";"154675";"34251";"30720";"28691";"22518";"13785";"10208";"9032";"5471";"6789";"3488";"1898";"893";"510";"3395";"166";"3228";"59068";"53540";"9443";"9853";"9350";"7983";"5766";"4279";"3767";"3100";"5528";"2561";"1566";"850";"552"
"Paraíba";"Homens";"Indígena";"416";"126";"289";"4186";"3322";"276";"369";"537";"515";"442";"441";"501";"240";"865";"248";"264";"179";"173";"372";"154";"217";"814";"765";"188";"126";"158";"86";"62";"34";"57";"53";"50";"14";"5";"21";"10";"741";"171";"570";"1745";"1684";"478";"300";"325";"231";"165";"63";"68";"52";"61";"51";"10";"-";"-";"16";"-";"16";"511";"496";"53";"120";"80";"81";"61";"43";"37";"21";"15";"11";"-";"-";"4"
"Paraíba";"Mulheres";"Branca";"6666";"1916";"4750";"189912";"118677";"5474";"7888";"11997";"15925";"18618";"19502";"21194";"18079";"71235";"17234";"17056";"13721";"23223";"13211";"6162";"7050";"52326";"44157";"6263";"6210";"6958";"6319";"5328";"5085";"4582";"3412";"8169";"2590";"2154";"1386";"2040";"44353";"12468";"31885";"136311";"122548";"22792";"19845";"20091";"17878";"13348";"11233";"10326";"7033";"13763";"5167";"3751";"2177";"2669";"5816";"231";"5586";"111213";"95785";"14733";"16230";"16294";"14175";"10236";"8734";"8228";"7155";"15428";"6237";"4307";"2645";"2239"
"Paraíba";"Mulheres";"Preta";"2333";"593";"1740";"57762";"39812";"2284";"2651";"3981";"5407";"6141";"6323";"6681";"6344";"17949";"5465";"4760";"3310";"4414";"4145";"1628";"2517";"13599";"12544";"2235";"1807";"2108";"1602";"1509";"1272";"1225";"788";"1055";"466";"223";"186";"179";"8846";"1861";"6985";"27766";"26655";"5257";"5052";"4643";"3920";"2916";"2073";"1694";"1099";"1112";"480";"260";"153";"218";"735";"-";"735";"13242";"12219";"1943";"2196";"1700";"2078";"1436";"1125";"995";"745";"1023";"410";"377";"135";"102"
"Paraíba";"Mulheres";"Amarela";"26";"5";"21";"765";"513";"18";"36";"59";"74";"125";"40";"65";"94";"252";"33";"59";"67";"95";"64";"40";"24";"227";"207";"41";"19";"53";"14";"30";"35";"11";"3";"20";"4";"7";"-";"9";"228";"52";"176";"425";"393";"81";"112";"50";"50";"30";"47";"12";"10";"32";"32";"-";"-";"-";"-";"-";"-";"527";"489";"82";"41";"139";"106";"46";"10";"65";"-";"38";"16";"22";"-";"-"
"Paraíba";"Mulheres";"Parda";"15806";"4391";"11415";"339390";"244475";"14966";"20171";"27130";"35448";"38339";"39300";"37564";"31557";"94915";"27514";"24379";"17644";"25378";"29949";"12129";"17821";"91494";"84313";"16163";"14684";"13967";"12048";"9238";"7433";"6098";"4682";"7180";"2876";"2069";"1107";"1129";"68075";"15896";"52180";"208902";"198722";"41780";"39044";"35658";"28668";"19950";"14517";"11354";"7750";"10181";"4575";"2811";"1427";"1367";"6240";"312";"5928";"104615";"95712";"15995";"16853";"16392";"14037";"10276";"8165";"7707";"6288";"8903";"4288";"2524";"1119";"972"
"Paraíba";"Mulheres";"Indígena";"261";"92";"168";"4056";"3069";"203";"263";"306";"523";"495";"480";"371";"428";"987";"246";"279";"252";"210";"435";"179";"257";"832";"802";"149";"129";"183";"115";"75";"49";"50";"51";"30";"10";"4";"-";"16";"926";"224";"702";"2096";"2051";"563";"445";"272";"282";"192";"139";"80";"78";"45";"22";"5";"9";"9";"31";"-";"31";"1070";"1045";"80";"186";"187";"185";"176";"97";"73";"61";"24";"13";"10";"-";"1"
"Pernambuco";"Homens";"Branca";"22825";"5841";"16984";"344888";"257880";"19848";"25062";"31216";"36428";"37898";"39305";"36052";"32071";"87008";"25464";"22517";"16839";"22188";"32352";"15031";"17321";"97203";"85938";"14098";"14231";"13230";"11953";"9227";"9165";"7729";"6306";"11265";"4679";"2932";"1826";"1828";"89028";"20714";"68313";"260340";"238071";"46004";"39902";"38266";"34256";"26403";"20735";"17850";"14654";"22269";"9565";"5860";"3736";"3107";"7511";"225";"7286";"151619";"130897";"19737";"23339";"21670";"19818";"14352";"11805";"10066";"10109";"20722";"7621";"6045";"3307";"3749"
"Pernambuco";"Homens";"Preta";"10649";"2686";"7963";"161468";"125302";"10412";"11162";"14883";"17465";"20310";"18606";"16914";"15550";"36167";"12343";"9629";"6700";"7494";"15237";"6452";"8785";"41816";"38540";"6467";"5914";"6010";"5917";"4560";"4029";"3273";"2370";"3276";"1539";"787";"493";"457";"28982";"5949";"23033";"99530";"94547";"18878";"16173";"15766";"14497";"11281";"8484";"5385";"4083";"4982";"2342";"1509";"612";"519";"1750";"76";"1674";"26060";"24246";"4062";"4901";"4425";"3644";"2497";"2015";"1674";"1027";"1815";"1003";"468";"157";"186"
"Pernambuco";"Homens";"Amarela";"37";"32";"5";"1285";"974";"75";"143";"117";"153";"129";"136";"103";"118";"311";"114";"79";"52";"65";"199";"97";"102";"374";"347";"99";"20";"63";"24";"40";"25";"63";"13";"27";"-";"24";"-";"3";"311";"56";"255";"1041";"958";"235";"128";"183";"135";"60";"74";"94";"48";"83";"33";"21";"29";"-";"28";"-";"28";"697";"628";"120";"72";"156";"90";"55";"62";"21";"52";"69";"46";"6";"11";"7"
"Pernambuco";"Homens";"Parda";"53592";"13954";"39638";"703127";"558396";"48738";"59044";"69455";"81868";"82946";"80248";"73644";"62454";"144731";"49543";"40013";"26927";"28248";"73473";"32215";"41258";"181941";"168598";"32820";"28887";"27058";"24389";"18483";"14842";"12629";"9490";"13343";"6069";"3840";"1770";"1664";"145470";"33643";"111827";"431099";"407911";"86606";"73477";"68245";"61712";"42914";"32266";"25472";"17219";"23188";"11949";"6070";"2996";"2174";"7912";"391";"7521";"124441";"113834";"17806";"20153";"20497";"17825";"13060";"9975";"8300";"6218";"10607";"4664";"2984";"1839";"1120"
"Pernambuco";"Homens";"Indígena";"1343";"362";"980";"13245";"10343";"1011";"966";"1447";"1512";"1617";"1481";"1302";"1007";"2902";"1027";"755";"529";"591";"1575";"600";"975";"2969";"2804";"599";"521";"595";"340";"298";"183";"161";"108";"164";"97";"16";"27";"24";"2567";"519";"2049";"5887";"5717";"1230";"1352";"874";"845";"508";"366";"343";"198";"171";"72";"57";"10";"32";"77";"16";"61";"1350";"1137";"261";"235";"166";"134";"145";"88";"70";"39";"213";"99";"47";"23";"45"
"Pernambuco";"Mulheres";"Branca";"13844";"3486";"10358";"377418";"244846";"12616";"17632";"24321";"31264";"37311";"41319";"41907";"38476";"132573";"34146";"32271";"26222";"39935";"29213";"13781";"15432";"110887";"93124";"13583";"13069";"13444";"13414";"11793";"10635";"9507";"7679";"17762";"5515";"4368";"3474";"4405";"100664";"25915";"74750";"341057";"303273";"52025";"49702";"46975";"46986";"36663";"28767";"23912";"18242";"37784";"14394";"9638";"5553";"8198";"13043";"562";"12481";"245968";"211379";"29735";"34721";"34660";"31837";"24040";"20702";"19538";"16146";"34590";"12544";"9704";"6510";"5832"
"Pernambuco";"Mulheres";"Preta";"5147";"1366";"3781";"142854";"97894";"5309";"6975";"8830";"12384";"15171";"16025";"17101";"16097";"44960";"14878";"11689";"8284";"10109";"11017";"4487";"6530";"40992";"37242";"6101";"5560";"5843";"5056";"4742";"3749";"3383";"2810";"3750";"1620";"1075";"498";"557";"29911";"6749";"23162";"104769";"98868";"18923";"16987";"16733";"14752";"11992";"8519";"6445";"4517";"5900";"3045";"1560";"701";"595";"2492";"142";"2351";"37783";"35281";"5535";"6030";"6156";"5134";"4285";"3460";"2723";"1960";"2502";"1154";"788";"364";"195"
"Pernambuco";"Mulheres";"Amarela";"114";"20";"94";"2004";"1496";"134";"151";"163";"157";"243";"246";"235";"167";"507";"182";"113";"152";"60";"147";"73";"74";"562";"516";"115";"114";"66";"45";"54";"21";"68";"32";"47";"17";"21";"9";"-";"709";"223";"486";"1753";"1537";"314";"298";"267";"239";"200";"126";"45";"48";"216";"134";"31";"2";"50";"143";"-";"143";"1022";"945";"244";"112";"171";"103";"52";"86";"139";"39";"77";"21";"-";"-";"55"
"Pernambuco";"Mulheres";"Parda";"34201";"8514";"25687";"710016";"519317";"33179";"44502";"57347";"70856";"76491";"81439";"81877";"73626";"190698";"60222";"50082";"35110";"45285";"64762";"27100";"37662";"209285";"191030";"34239";"32781";"30768";"25975";"21594";"18788";"14874";"12011";"18254";"8074";"5026";"2495";"2659";"168881";"41896";"126984";"548879";"518716";"105053";"94114";"90031";"77704";"56353";"42210";"31099";"22153";"30162";"14047";"8001";"4147";"3967";"14385";"884";"13501";"212464";"194153";"29258";"33708";"34049";"29547";"22276";"17849";"16401";"11065";"18311";"8305";"5401";"2397";"2208"
"Pernambuco";"Mulheres";"Indígena";"623";"199";"424";"11655";"8084";"584";"528";"767";"1286";"1240";"1126";"1265";"1287";"3571";"1054";"856";"601";"1060";"1312";"525";"788";"2780";"2561";"518";"521";"466";"298";"272";"198";"138";"152";"219";"134";"53";"25";"7";"3065";"670";"2396";"7830";"7658";"1805";"1460";"1328";"1026";"889";"488";"386";"277";"172";"48";"61";"19";"44";"211";"19";"192";"3295";"3106";"423";"557";"551";"477";"372";"366";"257";"103";"189";"117";"59";"14";"-"
"Alagoas";"Homens";"Branca";"9032";"2357";"6675";"108489";"82829";"7189";"7676";"9835";"12702";"12558";"12700";"11065";"9103";"25661";"7998";"7087";"4650";"5925";"13162";"5986";"7175";"28926";"26347";"5127";"4170";"3866";"3615";"3261";"2540";"1993";"1775";"2579";"1038";"732";"450";"359";"24607";"5625";"18982";"64355";"59755";"12644";"10282";"9861";"7702";"6203";"5399";"4359";"3306";"4599";"2038";"1248";"746";"567";"2051";"40";"2012";"39945";"35314";"5092";"6262";"5653";"6014";"3715";"3132";"2856";"2591";"4630";"2024";"1144";"687";"774"
"Alagoas";"Homens";"Preta";"4874";"1246";"3628";"61931";"49124";"3929";"5312";"5822";"7171";"7793";"7391";"6138";"5567";"12808";"4689";"3440";"2387";"2292";"6400";"2623";"3777";"14548";"13691";"3392";"2507";"2347";"1549";"1705";"952";"762";"477";"857";"453";"262";"48";"94";"8552";"1684";"6867";"24355";"23052";"5500";"3994";"3929";"3340";"2264";"1810";"1411";"804";"1303";"826";"293";"155";"29";"534";"33";"502";"8151";"7766";"1322";"1512";"1228";"1176";"1050";"619";"445";"414";"385";"212";"98";"28";"46"
"Alagoas";"Homens";"Amarela";"53";"18";"35";"599";"543";"40";"60";"33";"118";"97";"56";"103";"36";"57";"39";"7";"11";"-";"46";"20";"26";"168";"168";"17";"51";"62";"-";"12";"-";"5";"22";"-";"-";"-";"-";"-";"144";"46";"98";"268";"244";"76";"14";"63";"34";"9";"36";"-";"12";"25";"-";"25";"-";"-";"-";"-";"-";"140";"140";"36";"12";"14";"13";"21";"3";"20";"22";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Parda";"25212";"6413";"18799";"280622";"225175";"21188";"22814";"30433";"34446";"33216";"30466";"28954";"23657";"55447";"19887";"15160";"10389";"10011";"33417";"14634";"18783";"67905";"64332";"14560";"11597";"10869";"8804";"6454";"5006";"4299";"2743";"3572";"1554";"968";"552";"499";"47767";"11071";"36695";"125815";"120136";"27798";"21715";"20137";"16544";"11824";"9630";"7571";"4917";"5679";"2869";"1614";"712";"484";"2405";"154";"2251";"44908";"41726";"6675";"7546";"7478";"6553";"4894";"3265";"2892";"2422";"3183";"1602";"833";"474";"274"
"Alagoas";"Homens";"Indígena";"345";"66";"279";"3078";"2514";"228";"253";"344";"333";"374";"319";"356";"307";"564";"216";"167";"101";"80";"277";"114";"163";"813";"790";"216";"95";"133";"91";"109";"53";"70";"23";"23";"6";"17";"-";"1";"612";"102";"510";"1264";"1225";"300";"293";"167";"193";"104";"98";"57";"13";"39";"11";"2";"6";"20";"27";"-";"27";"267";"230";"39";"27";"35";"18";"29";"54";"8";"20";"37";"26";"1";"9";"-"
"Alagoas";"Mulheres";"Branca";"5525";"1490";"4036";"118387";"82882";"4940";"6542";"8945";"10995";"12804";"13153";"13159";"12343";"35505";"9998";"9120";"6983";"9404";"11237";"5508";"5729";"32417";"28256";"4528";"4159";"4585";"4116";"3395";"3180";"2386";"1906";"4161";"1353";"877";"780";"1151";"29246";"7790";"21456";"82698";"75162";"14965";"12786";"12588";"10939";"8420";"6602";"5066";"3795";"7536";"2563";"2005";"1336";"1632";"3599";"264";"3335";"66996";"59234";"8325";"9831";"9521";"9395";"6617";"5725";"5666";"4154";"7762";"2973";"2082";"1263";"1443"
"Alagoas";"Mulheres";"Preta";"3286";"744";"2541";"53740";"39458";"2573";"2866";"4144";"5353";"6136";"6007";"6344";"6035";"14282";"5323";"3860";"2628";"2471";"5435";"2158";"3276";"11606";"10665";"2383";"1631";"1653";"1381";"1304";"1010";"850";"452";"942";"395";"249";"93";"204";"8522";"1786";"6735";"24273";"23229";"5593";"4455";"4262";"2857";"2396";"1832";"1218";"617";"1044";"508";"384";"123";"29";"619";"25";"594";"11321";"10532";"1690";"1528";"2297";"1417";"1100";"1069";"812";"619";"790";"379";"295";"93";"24"
"Alagoas";"Mulheres";"Amarela";"90";"14";"76";"963";"836";"179";"74";"93";"83";"189";"113";"30";"73";"128";"21";"53";"19";"34";"150";"81";"69";"352";"352";"58";"73";"57";"45";"40";"26";"41";"12";"-";"-";"-";"-";"-";"291";"54";"237";"617";"564";"186";"75";"113";"105";"47";"10";"27";"-";"53";"-";"-";"16";"36";"22";"-";"22";"331";"305";"35";"33";"30";"81";"66";"21";"24";"14";"26";"26";"-";"-";"-"
"Alagoas";"Mulheres";"Parda";"17085";"4025";"13060";"289493";"221551";"16266";"19943";"26567";"32354";"33696";"33889";"32105";"26732";"67942";"23015";"18059";"11946";"14923";"31028";"12640";"18388";"78723";"73997";"16452";"13031";"11952";"10140";"8128";"6007";"4727";"3560";"4726";"2286";"1188";"670";"581";"59482";"13312";"46170";"164347";"156461";"36354";"31100";"27567";"21986";"14736";"10882";"8117";"5718";"7886";"3514";"2241";"1058";"1073";"4629";"315";"4314";"81256";"75308";"11975";"12605";"12814";"11617";"8980";"6954";"5843";"4521";"5948";"2735";"1934";"716";"563"
