"Tabela 9537 - Pessoas de 10 anos ou mais de idade, por religião, segundo o sexo e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Grupo de idade";"Ano x Religião x Sexo"
"Brasil, Grande Região e Unidade da Federação";"Grupo de idade";"2022"
"Brasil, Grande Região e Unidade da Federação";"Grupo de idade";"Católica Apostólica Romana";;"Evangélicas";;"Espírita";;"Umbanda e Candomblé";;"Tradições indígenas";;"Outras religiosidades";;"Sem religião";;"Não sabe";;"Sem declaração"
"Brasil, Grande Região e Unidade da Federação";"Grupo de idade";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres"
"Acre";"40 a 49 anos";"8,33";"7,54";"7,30";"8,97";"8,54";"15,63";"8,36";"7,22";"5,57";"5,04";"8,29";"9,09";"8,01";"5,06";"4,24";"5,90";"6,98";"4,50"
"Acre";"50 a 59 anos";"6,28";"5,67";"4,60";"5,74";"5,13";"7,31";"1,57";"5,84";"2,81";"2,01";"4,64";"5,39";"4,16";"2,42";"1,04";"9,92";"2,78";"1,13"
"Acre";"60 a 69 anos";"4,50";"4,05";"2,51";"3,39";"4,09";"5,44";"5,94";"1,82";"1,20";"0,64";"2,25";"2,63";"2,26";"1,13";"-";"-";"2,36";"0,92"
"Acre";"70 a 79 anos";"2,32";"2,26";"1,25";"1,60";"1,53";"1,44";"0,62";"0,24";"0,63";"0,85";"0,88";"1,56";"0,96";"0,43";"5,01";"-";"1,48";"0,90"
"Acre";"80 anos ou mais";"1,01";"1,13";"0,51";"0,66";"0,32";"0,98";"-";"-";"0,88";"1,01";"0,39";"0,68";"0,40";"0,27";"-";"-";"0,69";"0,73"
"Amazonas";"15 a 19 anos";"5,47";"5,00";"5,96";"6,22";"3,85";"3,02";"4,62";"4,90";"8,93";"8,10";"5,19";"5,67";"7,32";"6,35";"9,42";"4,47";"6,34";"6,69"
"Amazonas";"20 a 24 anos";"5,32";"5,13";"5,45";"5,85";"2,76";"3,81";"6,46";"6,08";"6,47";"6,12";"5,47";"6,11";"8,93";"7,18";"6,13";"6,54";"7,60";"6,30"
"Amazonas";"25 a 29 anos";"4,88";"4,70";"4,94";"5,47";"3,40";"4,97";"6,20";"8,25";"4,54";"4,92";"5,58";"5,76";"7,56";"6,28";"9,75";"3,61";"7,70";"4,08"
"Amazonas";"30 a 39 anos";"8,95";"9,00";"8,63";"10,00";"8,00";"8,11";"13,03";"11,94";"8,52";"6,97";"9,79";"9,89";"11,94";"8,66";"12,62";"9,02";"8,90";"6,08"
"Amazonas";"40 a 49 anos";"8,34";"7,96";"7,21";"8,39";"10,51";"11,45";"6,96";"6,70";"5,38";"5,27";"7,59";"8,66";"8,04";"5,53";"7,32";"5,88";"7,56";"6,43"
"Amazonas";"50 a 59 anos";"6,02";"5,59";"4,61";"5,49";"6,34";"11,74";"6,04";"5,04";"3,57";"3,35";"4,77";"5,26";"4,18";"2,37";"8,19";"1,91";"4,97";"4,29"
"Amazonas";"60 a 69 anos";"4,04";"3,98";"2,66";"3,27";"2,85";"7,53";"2,19";"1,52";"2,03";"1,93";"2,30";"3,21";"2,33";"0,96";"1,19";"0,62";"2,58";"1,96"
"Amazonas";"70 a 79 anos";"1,86";"1,99";"1,05";"1,45";"2,90";"3,09";"1,05";"0,06";"1,40";"1,38";"1,15";"1,29";"0,84";"0,37";"1,82";"0,60";"0,84";"0,74"
"Amazonas";"80 anos ou mais";"0,71";"0,99";"0,42";"0,61";"0,86";"0,18";"0,51";"0,56";"0,72";"0,70";"0,44";"0,68";"0,33";"0,24";"0,76";"0,25";"0,27";"0,64"
"Roraima";"15 a 19 anos";"5,36";"4,92";"5,82";"5,95";"2,67";"1,76";"3,54";"5,30";"10,00";"9,58";"5,50";"5,41";"6,24";"6,12";"1,93";"4,60";"5,93";"8,72"
"Roraima";"20 a 24 anos";"4,97";"4,82";"5,16";"5,60";"5,36";"5,50";"9,14";"4,52";"6,51";"6,67";"5,94";"5,91";"8,00";"7,49";"14,81";"8,55";"12,66";"8,14"
"Roraima";"25 a 29 anos";"4,88";"4,89";"4,74";"5,38";"3,62";"3,36";"10,50";"6,13";"4,75";"4,69";"6,53";"6,42";"7,73";"7,09";"9,91";"3,17";"7,90";"3,88"
"Roraima";"30 a 39 anos";"9,57";"9,44";"8,65";"10,19";"6,08";"9,59";"14,88";"7,90";"7,57";"6,81";"11,03";"11,22";"10,89";"9,55";"14,85";"8,43";"8,59";"5,60"
"Roraima";"40 a 49 anos";"8,25";"8,10";"6,82";"8,64";"10,90";"13,43";"7,18";"10,01";"5,35";"4,88";"6,82";"7,60";"7,56";"5,92";"6,35";"4,57";"9,84";"4,64"
"Roraima";"50 a 59 anos";"6,34";"5,54";"4,62";"5,79";"7,13";"10,51";"6,74";"3,68";"3,07";"2,90";"4,23";"4,77";"4,11";"2,58";"6,70";"4,16";"2,80";"3,12"
"Roraima";"60 a 69 anos";"4,24";"3,71";"2,64";"3,49";"2,45";"4,51";"2,67";"1,34";"2,11";"2,32";"2,25";"1,94";"2,04";"1,27";"1,94";"1,01";"1,76";"1,41"
"Roraima";"70 a 79 anos";"2,05";"1,58";"1,21";"1,48";"2,52";"2,48";"0,30";"1,43";"0,76";"0,77";"0,71";"1,11";"0,80";"0,33";"1,45";"1,86";"1,18";"0,06"
"Roraima";"80 anos ou mais";"0,63";"0,75";"0,48";"0,59";"1,09";"0,70";"-";"0,83";"0,20";"0,05";"0,19";"0,39";"0,33";"0,22";"-";"-";"0,24";"0,67"
"Pará";"15 a 19 anos";"5,16";"4,84";"5,51";"5,66";"2,66";"3,10";"3,59";"5,77";"7,59";"8,65";"5,19";"5,22";"7,23";"6,23";"4,51";"4,74";"6,40";"5,70"
"Pará";"20 a 24 anos";"5,05";"4,75";"4,84";"5,38";"3,04";"4,09";"5,32";"5,88";"8,09";"6,62";"5,36";"5,45";"8,45";"6,96";"12,23";"7,25";"9,61";"6,05"
"Pará";"25 a 29 anos";"4,61";"4,51";"4,49";"5,40";"3,29";"2,41";"7,00";"6,63";"4,67";"5,24";"4,85";"5,61";"7,79";"5,71";"9,19";"2,74";"9,81";"5,97"
"Pará";"30 a 39 anos";"9,30";"9,08";"8,68";"10,59";"7,23";"10,17";"12,11";"10,47";"11,10";"6,61";"9,60";"10,95";"12,21";"8,82";"17,60";"8,88";"11,82";"7,55"
"Pará";"40 a 49 anos";"8,46";"7,93";"7,21";"8,77";"7,76";"11,85";"8,71";"9,32";"6,35";"7,02";"7,63";"8,84";"8,65";"5,06";"9,16";"2,25";"6,76";"5,96"
"Pará";"50 a 59 anos";"6,26";"5,83";"4,72";"5,96";"7,91";"9,77";"4,59";"5,57";"3,85";"2,66";"4,98";"5,88";"4,81";"2,25";"5,69";"3,90";"4,26";"2,88"
"Pará";"60 a 69 anos";"4,37";"4,14";"2,82";"3,75";"6,43";"8,14";"3,05";"3,27";"1,71";"0,88";"2,99";"3,48";"2,74";"1,11";"3,44";"0,67";"2,85";"2,28"
"Pará";"70 a 79 anos";"2,20";"2,23";"1,37";"1,83";"2,25";"3,71";"0,59";"1,55";"0,87";"0,80";"1,40";"1,62";"1,09";"0,48";"0,67";"0,39";"0,70";"0,53"
"Pará";"80 anos ou mais";"0,86";"1,18";"0,57";"0,80";"0,65";"1,01";"0,16";"0,24";"1,64";"0,47";"0,52";"0,75";"0,39";"0,22";"0,61";"-";"0,89";"0,30"
"Amapá";"15 a 19 anos";"5,43";"4,90";"5,81";"6,17";"1,58";"3,40";"5,66";"10,57";"8,41";"9,96";"5,34";"5,90";"7,32";"6,72";"6,03";"0,10";"5,54";"5,83"
"Amapá";"20 a 24 anos";"5,43";"5,18";"5,47";"6,06";"3,62";"2,68";"8,29";"4,45";"6,23";"7,38";"5,53";"5,74";"9,51";"9,03";"23,10";"4,25";"7,42";"6,54"
"Amapá";"25 a 29 anos";"4,76";"4,80";"4,67";"5,78";"5,94";"6,79";"10,25";"8,04";"5,20";"4,98";"6,48";"6,92";"8,05";"6,77";"26,56";"0,09";"2,39";"9,92"
"Amapá";"30 a 39 anos";"9,72";"9,94";"8,34";"10,27";"7,54";"12,72";"5,90";"5,60";"6,87";"6,23";"7,55";"9,28";"12,08";"7,75";"22,04";"0,70";"9,40";"7,47"
"Amapá";"40 a 49 anos";"8,06";"8,04";"6,99";"8,75";"6,33";"11,23";"10,87";"13,48";"4,99";"5,10";"9,17";"9,95";"7,10";"4,44";"10,01";"1,35";"7,88";"7,26"
"Amapá";"50 a 59 anos";"5,93";"5,68";"4,31";"5,43";"7,90";"11,34";"2,55";"4,22";"2,28";"2,43";"5,00";"4,89";"4,49";"2,20";"2,46";"-";"5,54";"3,29"
"Amapá";"60 a 69 anos";"3,76";"3,61";"2,35";"3,07";"2,21";"6,35";"2,62";"0,84";"1,19";"1,25";"2,24";"3,14";"2,03";"0,91";"0,73";"-";"4,32";"2,39"
"Amapá";"70 a 79 anos";"1,72";"1,73";"1,07";"1,38";"2,00";"0,57";"-";"-";"1,35";"0,42";"0,87";"1,15";"0,92";"0,27";"-";"0,41";"1,05";"0,75"
"Amapá";"80 anos ou mais";"0,67";"0,91";"0,46";"0,62";"0,48";"0,32";"-";"-";"0,50";"0,31";"0,49";"0,41";"0,29";"0,20";"-";"-";"0,30";"0,15"
"Tocantins";"15 a 19 anos";"4,74";"4,42";"4,86";"5,33";"3,14";"3,56";"3,46";"7,03";"8,29";"8,38";"5,30";"5,11";"7,15";"5,98";"7,98";"8,06";"7,29";"6,89"
"Tocantins";"20 a 24 anos";"4,58";"4,51";"4,51";"4,86";"3,22";"2,49";"7,57";"5,23";"7,19";"7,06";"5,35";"5,76";"8,24";"6,93";"4,19";"7,50";"6,83";"6,69"
"Tocantins";"25 a 29 anos";"4,45";"4,32";"4,00";"4,98";"3,74";"4,12";"5,98";"4,27";"5,53";"4,94";"5,52";"6,43";"7,69";"5,67";"6,67";"6,99";"6,00";"3,31"
"Tocantins";"30 a 39 anos";"9,01";"8,72";"8,16";"10,62";"6,63";"10,87";"13,98";"10,38";"9,63";"7,60";"10,14";"10,63";"11,48";"8,21";"13,46";"8,58";"12,93";"8,42"
"Tocantins";"40 a 49 anos";"8,81";"8,05";"7,43";"9,58";"7,39";"11,00";"7,56";"6,98";"5,12";"4,57";"8,29";"9,26";"8,68";"5,47";"6,48";"1,23";"8,18";"5,25"
"Tocantins";"50 a 59 anos";"6,79";"6,16";"5,25";"6,87";"6,96";"10,10";"6,34";"3,60";"2,67";"3,00";"4,59";"5,87";"5,16";"2,51";"1,70";"2,95";"4,56";"2,12"
"Tocantins";"60 a 69 anos";"4,87";"4,19";"2,97";"4,51";"6,62";"7,15";"3,62";"3,36";"1,66";"1,52";"2,82";"3,09";"3,04";"1,31";"0,75";"0,96";"2,08";"2,99"
"Tocantins";"70 a 79 anos";"2,69";"2,37";"1,75";"2,27";"3,23";"2,97";"1,10";"0,69";"0,64";"1,21";"1,20";"1,25";"1,49";"0,46";"3,01";"-";"0,93";"1,41"
"Tocantins";"80 anos ou mais";"1,32";"1,26";"0,79";"0,96";"1,33";"0,93";"0,78";"0,52";"0,76";"1,15";"0,47";"0,84";"0,47";"0,23";"0,72";"-";"0,27";"1,07"
"Maranhão";"15 a 19 anos";"5,38";"4,97";"5,27";"5,77";"2,47";"3,88";"4,08";"5,44";"8,84";"8,11";"4,68";"5,35";"7,07";"6,35";"4,94";"5,04";"7,04";"6,00"
"Maranhão";"20 a 24 anos";"4,86";"4,69";"4,46";"5,37";"2,89";"4,52";"6,90";"5,95";"7,22";"7,47";"5,32";"5,55";"7,83";"6,77";"8,96";"7,67";"6,04";"6,28"
"Maranhão";"25 a 29 anos";"4,27";"4,32";"3,97";"5,08";"2,23";"4,47";"5,02";"5,67";"5,04";"5,02";"5,22";"5,60";"7,13";"5,61";"7,59";"3,62";"5,70";"3,62"
"Maranhão";"30 a 39 anos";"9,06";"9,19";"7,90";"10,89";"7,34";"13,93";"10,54";"11,09";"8,94";"8,41";"10,65";"11,52";"11,89";"8,72";"17,44";"5,95";"12,07";"7,65"
"Maranhão";"40 a 49 anos";"8,00";"7,81";"6,46";"9,04";"8,43";"13,54";"6,77";"9,69";"5,62";"4,69";"7,44";"9,14";"8,45";"5,56";"16,72";"2,21";"8,20";"7,09"
"Maranhão";"50 a 59 anos";"5,93";"5,94";"4,15";"6,78";"5,19";"10,05";"4,70";"5,17";"2,82";"2,27";"4,44";"6,03";"4,81";"2,67";"3,90";"2,36";"6,35";"3,86"
"Maranhão";"60 a 69 anos";"4,30";"4,29";"2,62";"4,54";"5,29";"5,55";"2,53";"3,15";"1,42";"0,95";"2,52";"3,70";"2,94";"1,46";"1,14";"1,29";"3,37";"2,71"
"Maranhão";"70 a 79 anos";"2,39";"2,46";"1,54";"2,41";"1,63";"2,89";"1,06";"2,55";"0,56";"1,49";"1,08";"1,70";"1,47";"0,66";"1,90";"-";"1,26";"1,44"
"Maranhão";"80 anos ou mais";"1,10";"1,37";"0,75";"1,19";"0,76";"1,25";"0,95";"1,14";"0,72";"0,80";"0,54";"0,77";"0,55";"0,42";"1,59";"0,11";"0,89";"0,43"
"Piauí";"15 a 19 anos";"4,58";"4,31";"4,58";"4,85";"2,34";"2,41";"3,93";"7,01";"8,53";"-";"4,96";"4,09";"6,69";"5,68";"15,85";"-";"5,95";"6,03"
"Piauí";"20 a 24 anos";"4,44";"4,33";"4,36";"4,81";"2,36";"4,24";"8,13";"9,98";"-";"14,92";"4,55";"4,61";"7,78";"7,11";"10,12";"2,97";"7,00";"5,97"
"Piauí";"25 a 29 anos";"4,12";"4,12";"3,97";"4,78";"2,32";"5,02";"7,75";"6,45";"-";"14,92";"4,68";"5,05";"7,18";"5,33";"6,24";"3,63";"6,48";"4,43"
"Piauí";"30 a 39 anos";"8,76";"8,91";"7,78";"10,79";"7,43";"14,34";"8,81";"11,68";"-";"2,66";"9,20";"11,94";"12,16";"8,24";"5,15";"10,27";"12,57";"6,48"
"Piauí";"40 a 49 anos";"8,19";"8,22";"6,84";"9,97";"7,88";"13,84";"7,09";"8,90";"-";"31,60";"7,91";"9,82";"8,65";"5,52";"10,71";"8,95";"9,54";"6,96"
"Piauí";"50 a 59 anos";"6,44";"6,72";"4,76";"7,79";"6,33";"12,12";"2,76";"5,45";"11,08";"2,92";"4,82";"6,77";"5,81";"3,03";"5,78";"7,31";"2,98";"3,09"
"Piauí";"60 a 69 anos";"4,61";"5,03";"2,92";"5,33";"4,05";"5,43";"2,35";"1,23";"-";"-";"3,02";"4,68";"3,24";"1,62";"-";"-";"5,99";"2,38"
"Piauí";"70 a 79 anos";"2,79";"3,15";"1,66";"3,05";"1,59";"2,34";"0,66";"0,87";"11,64";"1,72";"1,54";"2,41";"1,46";"0,84";"1,64";"-";"1,13";"1,24"
"Piauí";"80 anos ou mais";"1,29";"1,73";"0,83";"1,39";"0,68";"0,60";"0,11";"0,11";"-";"-";"0,62";"1,05";"0,60";"0,38";"-";"1,08";"0,29";"1,58"
"Ceará";"15 a 19 anos";"4,15";"3,94";"4,37";"4,63";"3,71";"2,97";"5,58";"5,42";"4,89";"6,37";"4,72";"4,33";"6,44";"5,71";"2,53";"2,59";"5,46";"5,83"
"Ceará";"20 a 24 anos";"4,38";"4,24";"4,50";"5,08";"3,12";"3,57";"6,84";"6,31";"3,98";"6,32";"5,11";"5,15";"8,20";"6,77";"4,63";"4,80";"4,12";"5,01"
"Ceará";"25 a 29 anos";"4,31";"4,50";"4,73";"5,63";"2,95";"4,47";"6,80";"6,04";"5,12";"4,92";"5,03";"5,34";"7,82";"6,01";"7,37";"7,12";"6,31";"6,66"
"Ceará";"30 a 39 anos";"8,61";"9,03";"8,99";"11,21";"7,82";"10,56";"11,95";"10,85";"10,06";"13,11";"8,91";"10,59";"12,01";"8,82";"9,30";"8,11";"9,17";"7,70"
"Ceará";"40 a 49 anos";"7,91";"8,34";"7,09";"9,37";"8,35";"12,70";"7,97";"7,70";"7,05";"7,24";"7,68";"9,26";"8,22";"5,43";"9,70";"9,85";"9,04";"9,13"
"Ceará";"50 a 59 anos";"6,57";"7,17";"4,92";"7,33";"7,30";"10,02";"4,31";"5,39";"5,19";"6,28";"5,36";"7,16";"5,34";"2,85";"4,45";"5,68";"5,96";"3,80"
"Ceará";"60 a 69 anos";"4,55";"5,15";"2,61";"4,54";"5,61";"5,61";"2,34";"2,57";"3,34";"2,54";"3,06";"4,25";"3,15";"1,41";"4,15";"6,22";"2,86";"2,84"
"Ceará";"70 a 79 anos";"2,73";"3,31";"1,36";"2,50";"1,91";"2,17";"1,36";"1,01";"1,75";"0,82";"1,71";"2,12";"1,39";"0,68";"1,92";"1,79";"2,77";"2,36"
"Ceará";"80 anos ou mais";"1,35";"2,00";"0,61";"1,13";"0,77";"1,38";"0,54";"0,65";"1,76";"1,18";"0,75";"1,32";"0,57";"0,33";"2,67";"1,06";"0,61";"1,56"
"Rio Grande do Norte";"15 a 19 anos";"4,14";"3,86";"4,22";"4,54";"1,66";"2,73";"4,56";"7,40";"-";"-";"4,58";"4,59";"6,28";"5,40";"7,33";"4,45";"6,20";"4,60"
"Rio Grande do Norte";"20 a 24 anos";"4,19";"3,93";"4,18";"5,08";"2,59";"2,70";"4,88";"7,58";"14,50";"6,01";"4,61";"5,26";"7,79";"6,27";"21,58";"1,02";"5,99";"6,54"
"Rio Grande do Norte";"25 a 29 anos";"4,06";"4,12";"4,21";"5,26";"2,75";"3,85";"5,27";"6,30";"3,11";"9,37";"5,19";"6,01";"7,24";"5,79";"7,07";"-";"8,40";"5,20"
"Rio Grande do Norte";"30 a 39 anos";"8,60";"8,93";"8,27";"11,03";"7,25";"11,13";"10,99";"12,49";"8,71";"24,85";"9,67";"10,58";"11,95";"8,63";"18,22";"11,54";"9,52";"5,84"
"Rio Grande do Norte";"40 a 49 anos";"8,08";"8,39";"7,22";"10,03";"8,35";"13,57";"10,37";"8,42";"8,33";"3,01";"7,95";"9,73";"8,67";"5,68";"6,58";"2,57";"9,77";"6,73"
"Rio Grande do Norte";"50 a 59 anos";"6,92";"7,42";"5,25";"7,98";"6,86";"11,02";"2,88";"6,87";"-";"5,01";"5,28";"6,60";"5,69";"3,34";"5,47";"4,17";"4,70";"4,77"
"Rio Grande do Norte";"60 a 69 anos";"4,86";"5,47";"2,58";"4,75";"5,87";"7,38";"1,71";"1,73";"3,19";"5,85";"3,05";"3,96";"3,35";"1,63";"5,29";"-";"4,17";"1,74"
"Rio Grande do Norte";"70 a 79 anos";"2,73";"3,37";"1,32";"2,75";"2,99";"3,16";"0,91";"0,91";"-";"3,04";"1,39";"1,85";"1,67";"0,62";"-";"-";"1,55";"4,06"
"Rio Grande do Norte";"80 anos ou mais";"1,33";"2,14";"0,68";"1,16";"0,61";"1,11";"0,22";"0,13";"1,07";"1,07";"0,60";"0,99";"0,64";"0,30";"-";"-";"0,75";"0,54"
"Paraíba";"15 a 19 anos";"4,24";"3,96";"4,35";"4,64";"2,18";"2,58";"4,09";"6,98";"4,39";"10,39";"4,95";"4,48";"6,44";"5,62";"5,38";"0,28";"4,91";"6,71"
"Paraíba";"20 a 24 anos";"4,17";"3,96";"4,08";"4,89";"2,58";"4,05";"5,09";"6,14";"6,27";"5,70";"4,85";"5,39";"7,77";"6,65";"16,48";"-";"5,39";"4,95"
"Paraíba";"25 a 29 anos";"3,94";"4,07";"4,05";"4,97";"3,04";"4,82";"6,63";"6,53";"6,80";"6,74";"5,59";"5,42";"7,24";"5,51";"7,14";"5,69";"4,91";"6,21"
"Paraíba";"30 a 39 anos";"8,35";"8,73";"7,99";"10,84";"7,75";"10,78";"9,83";"10,58";"11,40";"12,40";"9,86";"10,30";"11,91";"8,24";"21,78";"6,10";"9,27";"7,92"
"Paraíba";"40 a 49 anos";"8,03";"8,29";"7,50";"10,49";"8,56";"12,42";"7,42";"9,92";"6,11";"5,17";"8,50";"9,42";"8,67";"5,91";"10,91";"3,82";"5,68";"6,38"
"Paraíba";"50 a 59 anos";"6,69";"7,16";"5,12";"8,08";"6,65";"10,39";"4,24";"5,73";"3,08";"4,73";"5,31";"6,59";"5,55";"3,30";"8,99";"1,21";"7,80";"6,85"
"Paraíba";"60 a 69 anos";"4,77";"5,44";"2,71";"4,93";"5,35";"6,27";"2,16";"2,68";"1,48";"2,66";"2,81";"3,71";"3,46";"1,71";"5,46";"3,32";"3,16";"2,67"
"Paraíba";"70 a 79 anos";"2,87";"3,65";"1,44";"2,69";"1,90";"2,73";"1,10";"1,73";"1,23";"1,42";"1,34";"2,19";"1,44";"0,80";"-";"-";"2,88";"1,51"
"Paraíba";"80 anos ou mais";"1,45";"2,24";"0,55";"1,25";"1,07";"1,72";"0,20";"0,36";"0,53";"0,87";"0,56";"0,80";"0,59";"0,40";"-";"-";"1,27";"3,04"
"Pernambuco";"15 a 19 anos";"4,28";"4,09";"4,09";"4,34";"2,36";"2,51";"4,82";"4,31";"6,04";"5,47";"4,29";"4,34";"6,59";"5,80";"7,81";"3,15";"7,05";"4,54"
"Pernambuco";"20 a 24 anos";"4,30";"4,21";"3,92";"4,68";"2,07";"2,63";"5,24";"5,72";"5,95";"5,51";"5,37";"4,84";"7,46";"6,38";"5,95";"7,39";"9,02";"4,31"
"Pernambuco";"25 a 29 anos";"3,93";"4,11";"3,67";"4,78";"2,66";"3,42";"6,72";"6,25";"7,03";"4,55";"5,48";"5,47";"6,67";"5,49";"6,88";"5,00";"7,94";"4,03"
"Pernambuco";"30 a 39 anos";"8,23";"8,79";"7,58";"10,70";"6,73";"10,05";"10,52";"11,56";"9,79";"9,03";"9,98";"10,58";"11,28";"8,88";"9,32";"6,43";"11,61";"7,18"
"Pernambuco";"40 a 49 anos";"8,06";"8,48";"7,37";"10,70";"7,59";"12,42";"7,77";"9,87";"7,09";"7,16";"7,93";"9,28";"8,56";"6,21";"13,47";"7,47";"8,12";"6,78"
"Pernambuco";"50 a 59 anos";"6,52";"7,22";"5,32";"8,71";"7,13";"11,87";"5,32";"7,11";"4,84";"4,51";"5,34";"6,93";"5,60";"3,58";"4,96";"6,26";"5,26";"4,76"
"Pernambuco";"60 a 69 anos";"4,82";"5,61";"2,94";"5,60";"5,62";"9,53";"2,48";"3,12";"2,75";"3,52";"2,93";"4,32";"3,27";"1,83";"2,09";"1,22";"2,77";"2,88"
"Pernambuco";"70 a 79 anos";"2,71";"3,48";"1,46";"2,99";"2,19";"4,62";"1,16";"1,73";"2,51";"1,32";"1,39";"2,25";"1,39";"0,82";"1,19";"1,42";"2,14";"1,92"
"Pernambuco";"80 anos ou mais";"1,20";"1,97";"0,61";"1,36";"0,95";"1,85";"0,39";"0,46";"0,98";"0,81";"0,50";"1,03";"0,42";"0,36";"-";"0,42";"1,14";"0,49"
"Alagoas";"15 a 19 anos";"4,78";"4,42";"4,68";"5,05";"1,41";"2,95";"4,05";"3,93";"6,30";"6,51";"4,88";"4,76";"7,03";"6,40";"3,29";"6,62";"7,20";"6,13"
"Alagoas";"20 a 24 anos";"4,41";"4,55";"4,38";"5,27";"1,97";"3,45";"7,04";"8,47";"7,08";"6,40";"5,29";"5,02";"8,26";"6,45";"3,24";"6,61";"5,92";"6,87"
"Alagoas";"25 a 29 anos";"4,04";"4,41";"4,18";"5,37";"2,28";"4,28";"5,98";"7,31";"5,02";"4,45";"5,06";"5,82";"6,59";"5,56";"5,77";"1,93";"5,11";"4,16"
"Alagoas";"30 a 39 anos";"8,09";"8,93";"7,55";"10,78";"7,54";"12,21";"9,09";"11,08";"9,52";"9,52";"8,38";"10,89";"10,49";"8,31";"12,86";"12,28";"10,03";"6,82"
"Alagoas";"40 a 49 anos";"7,91";"8,50";"7,00";"10,36";"8,14";"14,97";"8,86";"9,61";"6,99";"7,53";"7,21";"9,30";"8,46";"5,64";"8,92";"4,59";"6,63";"7,14"
"Alagoas";"50 a 59 anos";"6,41";"7,01";"4,75";"7,99";"6,14";"9,50";"4,74";"5,32";"4,05";"5,32";"5,53";"7,54";"5,27";"3,29";"7,11";"7,58";"5,26";"4,00"
"Alagoas";"60 a 69 anos";"4,47";"5,17";"2,70";"4,80";"4,43";"8,45";"1,98";"3,61";"2,62";"2,97";"2,83";"4,30";"3,18";"1,65";"1,11";"1,27";"3,70";"1,55"
"Alagoas";"70 a 79 anos";"2,47";"3,06";"1,23";"2,32";"1,82";"4,29";"0,95";"1,44";"1,69";"1,59";"1,21";"2,16";"1,40";"0,75";"2,23";"-";"2,35";"1,51"
"Alagoas";"80 anos ou mais";"0,97";"1,55";"0,52";"0,91";"0,70";"0,64";"0,22";"0,81";"0,46";"0,50";"0,55";"1,02";"0,45";"0,34";"-";"2,44";"0,95";"1,78"
"Sergipe";"15 a 19 anos";"4,40";"4,20";"4,54";"4,96";"1,95";"3,24";"3,83";"5,06";"9,28";"-";"4,58";"4,41";"6,60";"5,50";"4,04";"4,48";"6,88";"5,31"
"Sergipe";"20 a 24 anos";"4,31";"4,46";"4,24";"5,05";"1,97";"2,83";"7,02";"7,75";"7,03";"9,33";"4,44";"5,20";"7,75";"6,40";"1,02";"8,82";"6,18";"6,74"
"Sergipe";"25 a 29 anos";"4,15";"4,49";"3,96";"5,37";"2,77";"4,30";"8,23";"7,61";"3,61";"25,49";"4,69";"5,36";"6,97";"5,50";"5,85";"6,26";"5,52";"5,87"
"Sergipe";"30 a 39 anos";"8,45";"9,30";"7,66";"11,18";"6,56";"13,53";"9,49";"11,06";"9,75";"8,02";"8,57";"10,93";"11,35";"8,44";"13,60";"1,92";"8,80";"8,26"
"Sergipe";"40 a 49 anos";"8,01";"8,86";"7,21";"10,46";"8,91";"12,67";"6,37";"11,67";"3,71";"0,71";"7,07";"10,62";"8,64";"5,74";"15,90";"5,71";"12,05";"5,39"
"Sergipe";"50 a 59 anos";"6,56";"7,16";"4,89";"8,06";"5,38";"12,06";"4,09";"6,67";"8,24";"0,71";"5,39";"8,25";"5,36";"3,33";"11,20";"1,56";"5,26";"2,46"
"Sergipe";"60 a 69 anos";"4,38";"5,04";"2,53";"4,57";"4,15";"7,77";"1,53";"2,55";"0,71";"0,71";"2,75";"4,63";"3,35";"1,84";"0,63";"3,59";"3,06";"3,11"
"Sergipe";"70 a 79 anos";"2,33";"2,91";"1,39";"2,57";"1,68";"2,50";"0,56";"0,88";"0,71";"0,71";"1,65";"2,15";"1,44";"0,90";"0,70";"2,54";"1,85";"2,40"
"Sergipe";"80 anos ou mais";"1,02";"1,64";"0,46";"1,13";"1,30";"1,74";"0,05";"0,43";"-";"-";"0,59";"1,12";"0,49";"0,36";"0,74";"2,23";"0,45";"2,05"
"Bahia";"15 a 19 anos";"4,21";"3,91";"4,01";"4,44";"1,97";"2,31";"3,25";"4,76";"6,91";"6,11";"4,08";"4,24";"6,43";"5,83";"5,34";"3,45";"7,14";"5,53"
"Bahia";"20 a 24 anos";"4,07";"3,95";"3,74";"4,65";"2,19";"3,08";"4,87";"5,55";"5,71";"4,97";"4,04";"4,81";"7,05";"6,27";"7,62";"4,66";"6,44";"6,56"
"Bahia";"25 a 29 anos";"3,69";"3,82";"3,58";"4,85";"2,23";"3,47";"5,24";"6,15";"3,78";"4,62";"4,01";"4,72";"6,09";"5,34";"8,42";"5,64";"5,15";"3,93"
"Bahia";"30 a 39 anos";"8,14";"8,54";"7,66";"11,11";"6,34";"10,68";"9,51";"11,95";"9,87";"9,35";"7,98";"10,64";"10,83";"9,02";"12,23";"9,57";"9,05";"7,92"
